atributo,classe
"-6.961.455.220.718.530,00","0,00"
"111.112.685.311.894.000,00","0,00"
"105.828.166.023.248.000,00","0,00"
"-2.946.962.071.425.110,00","0,00"
"-3.429.973.149.854.070,00","0,00"
"-55.581.918.633.677.600,00","0,00"
"715.040.415.741.254.000,00","1.000.000.000.000.000.000,00"
"-69.045.345.510.289.800,00","0,00"
"418.927.628.086.828.000,00","1.000.000.000.000.000.000,00"
"-95.257.122.177.810.800,00","0,00"
"60.028.899.490.962.200,00","0,00"
"-162.813.226.375.309.000,00","0,00"
"79.131.395.683.756.200,00","1.000.000.000.000.000.000,00"
"-104.304.603.210.316.000,00","0,00"
"-115.427.566.027.247.000,00","0,00"
"87.292.882.673.264.700,00","0,00"
"302.661.664.353.805.000,00","1.000.000.000.000.000.000,00"
"139.000.673.157.251.000,00","0,00"
"-108.237.978.093.228.000,00","0,00"
"641.713.138.151.302.000,00","1.000.000.000.000.000.000,00"
"-45.222.639.780.440.400,00","0,00"
"503.678.692.403.591.000,00","1.000.000.000.000.000.000,00"
"36.065.878.810.530.600,00","1.000.000.000.000.000.000,00"
"-106.037.636.806.817.000,00","0,00"
"-145.576.231.429.257.000,00","0,00"
"-155.920.138.804.570.000,00","0,00"
"62.315.696.479.980.600,00","0,00"
"174.732.628.078.795.000,00","1.000.000.000.000.000.000,00"
"-27.557.292.156.452.200,00","0,00"
"33.278.155.538.607.800,00","0,00"
"-171.224.179.617.939.000,00","0,00"
"9.454.545.014.451.790,00","0,00"
"439.338.805.587.504.000,00","1.000.000.000.000.000.000,00"
"-129.327.571.474.932.000,00","1.000.000.000.000.000.000,00"
"-19.772.883.771.559.400,00","0,00"
"349.701.203.087.094.000,00","1.000.000.000.000.000.000,00"
"-81.664.971.969.213.900,00","0,00"
"430.212.259.238.016.000,00","1.000.000.000.000.000.000,00"
"649.265.501.965.378.000,00","1.000.000.000.000.000.000,00"
"273.688.982.399.014.000,00","1.000.000.000.000.000.000,00"
"-46.593.955.254.099.500,00","0,00"
"419.618.165.580.514.000,00","1.000.000.000.000.000.000,00"
"806.737.188.305.825.000,00","1.000.000.000.000.000.000,00"
"108.398.647.516.395.000,00","0,00"
"117.157.501.539.533.000,00","0,00"
"25.169.196.267.737.200,00","0,00"
"-109.778.946.658.248.000,00","0,00"
"-187.089.597.802.161.000,00","0,00"
"124.575.254.810.822.000,00","0,00"
"346.885.312.011.973.000,00","1.000.000.000.000.000.000,00"
"106.154.042.619.631.000,00","0,00"
"15.221.822.726.218.600,00","0,00"
"241.342.401.731.185.000,00","1.000.000.000.000.000.000,00"
"-30.496.410.450.763.900,00","0,00"
"796.308.664.976.362.000,00","1.000.000.000.000.000.000,00"
"576.927.468.820.485.000,00","1.000.000.000.000.000.000,00"
"117.376.108.434.451.000,00","0,00"
"-37.275.916.962.712.700,00","0,00"
"598.163.664.315.792.000,00","1.000.000.000.000.000.000,00"
"-10.312.941.480.707.900,00","0,00"
"-4.815.500.497.436.500,00","0,00"
"-90.827.303.045.608.200,00","0,00"
"-14.984.880.743.188.700,00","0,00"
"56.394.938.793.481.700,00","0,00"
"97.519.611.313.135.900,00","1.000.000.000.000.000.000,00"
"328.962.727.789.065.000,00","1.000.000.000.000.000.000,00"
"40.875.805.976.893.700,00","0,00"
"323.547.297.373.500.000,00","1.000.000.000.000.000.000,00"
"-30.934.950.889.738.600,00","0,00"
"151.394.909.883.523.000,00","1.000.000.000.000.000.000,00"
"434.593.027.536.338.000,00","1.000.000.000.000.000.000,00"
"522.300.459.028.919.000,00","1.000.000.000.000.000.000,00"
"34.512.617.233.616.600,00","0,00"
"-164.336.106.663.994.000,00","0,00"
"5.752.659.031.287.250,00","0,00"
"44.563.399.568.916.200,00","0,00"
"145.028.354.077.616.000,00","0,00"
"29.842.899.866.496.500,00","0,00"
"13.925.201.801.899.000,00","1.000.000.000.000.000.000,00"
"-170.787.338.636.853.000,00","0,00"
"132.673.158.759.686.000,00","1.000.000.000.000.000.000,00"
"-18.755.343.880.901.500,00","0,00"
"32.363.677.199.781.000,00","0,00"
"-43.973.319.232.741.600,00","0,00"
"-26.245.432.098.517.900,00","0,00"
"-178.764.782.295.777.000,00","0,00"
"411.953.225.970.401.000,00","1.000.000.000.000.000.000,00"
"663.252.296.869.986.000,00","1.000.000.000.000.000.000,00"
"8.642.355.809.910.960,00","0,00"
"83.012.314.970.912.600,00","0,00"
"15.227.255.054.376.600,00","0,00"
"25.157.819.118.892.600,00","0,00"
"69.013.762.222.467.700,00","0,00"
"121.776.576.862.668.000,00","0,00"
"-75.934.300.448.201.300,00","0,00"
"294.967.636.583.233.000,00","1.000.000.000.000.000.000,00"
"37.476.307.763.887.800,00","0,00"
"20.271.934.462.413.500,00","0,00"
"158.767.568.471.285.000,00","1.000.000.000.000.000.000,00"
"524.444.321.668.428.000,00","1.000.000.000.000.000.000,00"
"137.435.721.183.909.000,00","0,00"
"89.049.417.915.956.900,00","0,00"
"143.518.050.109.060.000,00","0,00"
"-87.148.161.819.156.900,00","0,00"
"-180.221.531.493.713.000,00","0,00"
"94.478.060.104.405.700,00","0,00"
"637.737.355.220.634.000,00","1.000.000.000.000.000.000,00"
"90.348.661.652.825.700,00","0,00"
"33.603.014.189.257.300,00","0,00"
"397.105.682.244.987.000,00","1.000.000.000.000.000.000,00"
"493.497.483.261.301.000,00","1.000.000.000.000.000.000,00"
"-146.037.174.908.835.000,00","0,00"
"28.150.213.636.019.000,00","0,00"
"377.457.653.770.107.000,00","1.000.000.000.000.000.000,00"
"-61.013.742.706.502.200,00","0,00"
"511.525.357.557.678.000,00","1.000.000.000.000.000.000,00"
"122.026.998.795.626.000,00","0,00"
"-22.091.644.479.528.900,00","0,00"
"-95.158.041.784.473.900,00","0,00"
"-17.113.057.691.574.800,00","0,00"
"392.334.974.270.379.000,00","1.000.000.000.000.000.000,00"
"487.339.058.193.113.000,00","1.000.000.000.000.000.000,00"
"29.026.156.271.296.500,00","0,00"
"-275.276.375.720.711.000,00","0,00"
"288.934.101.105.998.000,00","1.000.000.000.000.000.000,00"
"-37.118.468.992.738.300,00","0,00"
"-86.730.782.746.284.700,00","0,00"
"55.815.985.471.709.000,00","0,00"
"43.893.468.983.259.000,00","0,00"
"20.975.509.039.087.500,00","0,00"
"177.105.956.700.945.000,00","1.000.000.000.000.000.000,00"
"-16.080.926.794.673.100,00","0,00"
"265.050.556.247.736.000,00","1.000.000.000.000.000.000,00"
"-34.243.536.979.815.000,00","0,00"
"-31.112.203.109.634.600,00","1.000.000.000.000.000.000,00"
"258.413.076.258.563.000,00","0,00"
"-80.256.896.975.170.200,00","0,00"
"45.100.380.561.460.400,00","0,00"
"415.509.033.477.799.000,00","1.000.000.000.000.000.000,00"
"17.259.955.966.831.500,00","0,00"
"578.945.313.595.181.000,00","1.000.000.000.000.000.000,00"
"-54.117.376.020.129.300,00","0,00"
"14.526.219.239.457.700,00","0,00"
"518.736.144.088.117.000,00","1.000.000.000.000.000.000,00"
"47.728.969.595.869.300,00","0,00"
"452.853.375.847.932.000,00","1.000.000.000.000.000.000,00"
"404.884.556.304.152.000,00","1.000.000.000.000.000.000,00"
"-60.163.829.095.033.800,00","0,00"
"470.033.202.767.708.000,00","1.000.000.000.000.000.000,00"
"120.040.512.226.654.000,00","0,00"
"-73.712.763.676.347.700,00","0,00"
"589.966.506.664.879.000,00","1.000.000.000.000.000.000,00"
"473.198.207.633.474.000,00","1.000.000.000.000.000.000,00"
"160.667.068.899.941.000,00","1.000.000.000.000.000.000,00"
"798.681.665.988.357.000,00","1.000.000.000.000.000.000,00"
"564.688.317.614.734.000,00","1.000.000.000.000.000.000,00"
"-133.808.953.572.003.000,00","0,00"
"404.686.524.712.483.000,00","1.000.000.000.000.000.000,00"
"-62.688.195.773.041.000,00","0,00"
"41.070.092.713.969.500,00","0,00"
"44.504.535.375.861.000,00","1.000.000.000.000.000.000,00"
"66.653.563.655.653.000,00","0,00"
"291.391.293.918.841.000,00","0,00"
"7.893.969.143.002.220,00","0,00"
"106.030.811.228.854.000,00","0,00"
"183.726.432.731.101.000,00","1.000.000.000.000.000.000,00"
"364.562.611.652.585.000,00","1.000.000.000.000.000.000,00"
"3.399.328.524.647.530,00","0,00"
"-32.496.289.122.510.200,00","0,00"
"179.135.557.361.645.000,00","1.000.000.000.000.000.000,00"
"60.836.889.604.309.200,00","0,00"
"-90.100.070.953.616.800,00","0,00"
"-82.605.686.788.788.900,00","0,00"
"16.882.194.950.305.100,00","0,00"
"56.886.435.354.528.600,00","0,00"
"377.879.862.923.218.000,00","1.000.000.000.000.000.000,00"
"-1.787.412.686.390.580,00","0,00"
"-217.109.022.250.256.000,00","0,00"
"-111.135.000.380.646.000,00","1.000.000.000.000.000.000,00"
"65.736.575.583.283.600,00","0,00"
"3.845.895.511.899.620,00","1.000.000.000.000.000.000,00"
"-105.981.633.675.878.000,00","0,00"
"160.329.063.046.028.000,00","1.000.000.000.000.000.000,00"
"370.018.400.307.038.000,00","1.000.000.000.000.000.000,00"
"439.920.171.903.335.000,00","1.000.000.000.000.000.000,00"
"208.827.702.233.922.000,00","1.000.000.000.000.000.000,00"
"-42.108.824.939.834.600,00","0,00"
"-1.057.920.576.793.990,00","0,00"
"505.315.159.994.717.000,00","1.000.000.000.000.000.000,00"
"346.735.579.846.517.000,00","1.000.000.000.000.000.000,00"
"151.120.855.496.876.000,00","0,00"
"56.990.903.188.697.700,00","0,00"
"-37.750.989.393.832.300,00","0,00"
"-106.755.702.470.170.000,00","0,00"
"250.221.746.365.889.000,00","1.000.000.000.000.000.000,00"
"188.917.200.276.733.000,00","1.000.000.000.000.000.000,00"
"-63.828.623.946.629.400,00","0,00"
"-93.533.943.728.181.300,00","0,00"
"-89.600.805.319.559.900,00","0,00"
"53.015.991.241.177.300,00","0,00"
"203.509.039.154.051.000,00","1.000.000.000.000.000.000,00"
"-125.704.410.670.420.000,00","0,00"
"-109.635.548.878.986.000,00","0,00"
"38.622.125.523.595.800,00","0,00"
"24.349.104.747.325.100,00","0,00"
"-136.385.908.579.687.000,00","0,00"
"-196.108.424.184.942.000,00","0,00"
"224.547.739.438.015.000,00","1.000.000.000.000.000.000,00"
"-80.603.787.294.685.100,00","0,00"
"493.102.549.447.192.000,00","1.000.000.000.000.000.000,00"
"193.493.787.807.482.000,00","1.000.000.000.000.000.000,00"
"273.348.787.131.344.000,00","1.000.000.000.000.000.000,00"
"16.788.203.783.212.300,00","0,00"
"6.036.002.285.253.560,00","0,00"
"101.783.288.557.005.000,00","0,00"
"517.463.923.484.827.000,00","1.000.000.000.000.000.000,00"
"-64.734.110.787.215.400,00","0,00"
"66.492.768.740.853.000,00","0,00"
"27.309.675.224.466.700,00","0,00"
"10.649.746.306.600.100,00","0,00"
"349.880.070.890.313.000,00","1.000.000.000.000.000.000,00"
"273.454.144.081.091.000,00","1.000.000.000.000.000.000,00"
"66.383.840.825.410.200,00","0,00"
"374.383.914.950.350.000,00","1.000.000.000.000.000.000,00"
"-23.519.516.778.830.700,00","0,00"
"135.688.573.876.887.000,00","0,00"
"187.670.161.749.125.000,00","0,00"
"-39.771.853.381.660.000,00","0,00"
"-54.813.589.761.383.400,00","0,00"
"-74.410.355.907.189.800,00","0,00"
"-8.125.156.975.106.250,00","0,00"
"-14.656.935.657.655.800,00","0,00"
"14.342.238.678.064.200,00","0,00"
"607.257.949.398.534.000,00","1.000.000.000.000.000.000,00"
"10.855.840.236.110.900,00","0,00"
"-51.554.134.167.244.600,00","0,00"
"115.562.614.470.679.000,00","1.000.000.000.000.000.000,00"
"332.623.774.189.056.000,00","1.000.000.000.000.000.000,00"
"-40.328.084.959.944.000,00","0,00"
"-62.426.127.450.189.700,00","0,00"
"-30.602.483.771.877.100,00","0,00"
"-101.925.678.082.197.000,00","0,00"
"64.188.201.626.642.000,00","0,00"
"805.256.216.492.802.000,00","1.000.000.000.000.000.000,00"
"-244.960.616.045.144.000,00","0,00"
"-83.042.189.275.735.000,00","0,00"
"-94.089.942.221.067.900,00","0,00"
"3.401.626.333.694.430,00","0,00"
"168.857.374.201.084.000,00","0,00"
"191.158.325.658.901.000,00","1.000.000.000.000.000.000,00"
"-101.976.538.984.040.000,00","0,00"
"49.681.231.998.834.100,00","0,00"
"260.084.564.349.706.000,00","1.000.000.000.000.000.000,00"
"-131.217.202.946.884.000,00","0,00"
"-66.114.648.331.822.800,00","0,00"
"415.973.218.520.966.000,00","1.000.000.000.000.000.000,00"
"64.075.268.448.136.000,00","0,00"
"-4.276.881.934.569.950,00","0,00"
"478.501.680.734.106.000,00","1.000.000.000.000.000.000,00"
"316.661.265.606.363.000,00","1.000.000.000.000.000.000,00"
"-5.540.285.768.038.140,00","0,00"
"383.359.195.921.207.000,00","1.000.000.000.000.000.000,00"
"-104.310.914.382.860.000,00","0,00"
"395.019.567.350.452.000,00","1.000.000.000.000.000.000,00"
"12.688.170.507.110.400,00","1.000.000.000.000.000.000,00"
"241.380.268.482.922.000,00","1.000.000.000.000.000.000,00"
"-16.100.031.130.506.600,00","0,00"
"-38.033.428.608.681.800,00","0,00"
"601.973.318.337.967.000,00","1.000.000.000.000.000.000,00"
"148.347.867.157.146.000,00","0,00"
"-32.337.971.373.355.400,00","0,00"
"2.401.657.290.105.860,00","0,00"
"106.227.363.546.977.000,00","0,00"
"183.802.944.194.610.000,00","1.000.000.000.000.000.000,00"
"348.424.496.599.355.000,00","1.000.000.000.000.000.000,00"
"-3.657.733.785.382.650,00","0,00"
"12.235.840.525.222.800,00","0,00"
"32.570.028.891.139.100,00","0,00"
"-2.893.641.531.115.780,00","0,00"
"86.530.016.996.694.100,00","0,00"
"-55.839.117.787.551.900,00","0,00"
"411.623.078.367.777.000,00","1.000.000.000.000.000.000,00"
"-169.199.300.175.596.000,00","0,00"
"-29.084.462.748.617.100,00","0,00"
"449.484.840.164.907.000,00","1.000.000.000.000.000.000,00"
"-222.622.383.787.464.000,00","0,00"
"41.791.593.382.761.100,00","1.000.000.000.000.000.000,00"
"-52.923.060.491.632.800,00","0,00"
"-67.436.872.769.483.600,00","0,00"
"-37.752.132.262.865.200,00","0,00"
"35.978.777.343.702.100,00","0,00"
"-125.153.419.849.416.000,00","0,00"
"34.713.400.550.390.800,00","0,00"
"-6.263.841.251.438.890,00","0,00"
"115.601.568.833.879.000,00","0,00"
"66.787.567.155.327.800,00","0,00"
"122.840.534.427.864.000,00","0,00"
"46.610.229.064.688.500,00","0,00"
"515.118.900.758.199.000,00","1.000.000.000.000.000.000,00"
"554.376.845.780.807.000,00","1.000.000.000.000.000.000,00"
"393.279.708.860.478.000,00","1.000.000.000.000.000.000,00"
"-83.903.587.528.123.400,00","0,00"
"474.550.412.858.142.000,00","1.000.000.000.000.000.000,00"
"221.574.386.276.525.000,00","0,00"
"212.925.937.882.677.000,00","1.000.000.000.000.000.000,00"
"-46.046.236.576.841.900,00","0,00"
"173.674.999.557.870.000,00","1.000.000.000.000.000.000,00"
"384.775.303.666.663.000,00","1.000.000.000.000.000.000,00"
"507.079.954.400.063.000,00","1.000.000.000.000.000.000,00"
"-11.613.666.936.469.800,00","0,00"
"-9.933.511.401.603.230,00","0,00"
"95.076.144.410.236.200,00","0,00"
"230.101.438.676.377.000,00","1.000.000.000.000.000.000,00"
"838.469.815.630.052.000,00","1.000.000.000.000.000.000,00"
"102.385.217.207.005.000,00","0,00"
"161.175.148.911.799.000,00","0,00"
"208.014.387.801.360.000,00","0,00"
"135.021.811.556.533.000,00","1.000.000.000.000.000.000,00"
"-68.180.698.628.316.800,00","0,00"
"-18.317.113.011.641.000,00","0,00"
"30.556.096.478.869.500,00","0,00"
"263.208.179.239.336.000,00","0,00"
"664.794.184.209.460.000,00","1.000.000.000.000.000.000,00"
"-2.699.124.013.560.430,00","0,00"
"159.387.446.984.146.000,00","0,00"
"-127.865.556.699.785.000,00","0,00"
"118.065.100.356.114.000,00","0,00"
"69.965.371.819.249.500,00","0,00"
"-168.151.053.185.040.000,00","0,00"
"623.658.092.425.197.000,00","1.000.000.000.000.000.000,00"
"23.977.817.647.646.000,00","0,00"
"121.995.024.669.412.000,00","0,00"
"150.628.435.354.122.000,00","0,00"
"-109.797.534.695.643.000,00","0,00"
"653.331.431.378.692.000,00","1.000.000.000.000.000.000,00"
"202.682.693.460.648.000,00","1.000.000.000.000.000.000,00"
"605.438.313.657.139.000,00","1.000.000.000.000.000.000,00"
"126.166.240.253.009.000,00","1.000.000.000.000.000.000,00"
"-15.937.493.685.117.500,00","0,00"
"23.589.692.506.946.500,00","0,00"
"826.773.757.988.764.000,00","1.000.000.000.000.000.000,00"
"92.851.143.542.247.200,00","1.000.000.000.000.000.000,00"
"-115.444.521.095.927.000,00","0,00"
"-49.208.524.070.198.500,00","0,00"
"-25.253.801.419.884.800,00","0,00"
"79.964.062.365.053.000,00","0,00"
"617.271.368.153.282.000,00","1.000.000.000.000.000.000,00"
"12.087.886.761.520.800,00","0,00"
"164.243.161.173.555.000,00","0,00"
"-156.353.313.240.089.000,00","0,00"
"444.047.653.107.796.000,00","1.000.000.000.000.000.000,00"
"575.547.351.452.719.000,00","1.000.000.000.000.000.000,00"
"392.811.018.980.914.000,00","1.000.000.000.000.000.000,00"
"51.904.173.400.051.200,00","0,00"
"433.959.444.701.197.000,00","1.000.000.000.000.000.000,00"
"74.111.972.715.658.900,00","0,00"
"-66.080.475.479.626.500,00","0,00"
"-11.491.936.264.769.300,00","0,00"
"33.265.755.474.662.800,00","0,00"
"51.923.350.759.999.800,00","0,00"
"-55.533.931.792.560.000,00","0,00"
"-9.723.489.991.302.920,00","0,00"
"63.738.315.033.212.000,00","1.000.000.000.000.000.000,00"
"-51.174.399.365.136.700,00","0,00"
"-150.620.141.080.646.000,00","0,00"
"3.923.442.495.361.460,00","0,00"
"363.896.095.462.395.000,00","1.000.000.000.000.000.000,00"
"-155.689.872.170.776.000,00","0,00"
"26.986.124.127.956.700,00","1.000.000.000.000.000.000,00"
"3.735.340.040.895.800,00","0,00"
"56.320.910.962.058.000,00","0,00"
"-114.383.940.739.511.000,00","0,00"
"-34.639.892.319.491.800,00","0,00"
"282.701.918.885.350.000,00","1.000.000.000.000.000.000,00"
"-112.046.380.826.680.000,00","0,00"
"353.311.735.085.506.000,00","1.000.000.000.000.000.000,00"
"-53.311.720.025.281.900,00","0,00"
"-19.121.299.244.829.600,00","0,00"
"462.066.601.740.311.000,00","1.000.000.000.000.000.000,00"
"586.162.268.680.470.000,00","1.000.000.000.000.000.000,00"
"-152.972.295.481.599.000,00","0,00"
"282.049.741.640.172.000,00","1.000.000.000.000.000.000,00"
"-126.097.391.227.801.000,00","0,00"
"347.577.457.040.730.000,00","1.000.000.000.000.000.000,00"
"50.925.641.526.118.600,00","0,00"
"15.980.386.383.971.400,00","0,00"
"-23.231.714.825.935.700,00","0,00"
"296.227.993.428.613.000,00","1.000.000.000.000.000.000,00"
"300.884.380.372.109.000,00","1.000.000.000.000.000.000,00"
"201.120.579.765.137.000,00","1.000.000.000.000.000.000,00"
"-29.127.925.237.651.200,00","0,00"
"-79.946.284.136.578.600,00","0,00"
"298.404.103.760.665.000,00","1.000.000.000.000.000.000,00"
"2.660.828.306.683.610,00","0,00"
"19.759.579.054.786.200,00","0,00"
"20.059.770.272.844.000,00","0,00"
"58.748.770.909.950.300,00","0,00"
"110.517.294.096.572.000,00","0,00"
"-17.692.440.217.914.200,00","0,00"
"34.650.597.354.641.200,00","0,00"
"82.861.342.525.411.900,00","1.000.000.000.000.000.000,00"
"36.606.129.031.410.700,00","0,00"
"226.605.830.041.862.000,00","1.000.000.000.000.000.000,00"
"102.689.107.089.384.000,00","1.000.000.000.000.000.000,00"
"-32.545.902.219.863.100,00","0,00"
"391.398.127.002.073.000,00","1.000.000.000.000.000.000,00"
"416.850.735.781.171.000,00","1.000.000.000.000.000.000,00"
"32.435.771.696.779.000,00","1.000.000.000.000.000.000,00"
"533.234.705.193.030.000,00","1.000.000.000.000.000.000,00"
"655.711.461.253.923.000,00","1.000.000.000.000.000.000,00"
"-64.741.241.594.518.700,00","0,00"
"217.413.090.676.745.000,00","1.000.000.000.000.000.000,00"
"454.373.212.651.367.000,00","1.000.000.000.000.000.000,00"
"-39.520.574.728.997.500,00","0,00"
"587.915.100.243.542.000,00","1.000.000.000.000.000.000,00"
"-88.052.008.685.770.500,00","0,00"
"100.153.656.737.411.000,00","0,00"
"-118.256.103.272.035.000,00","0,00"
"571.710.840.566.177.000,00","1.000.000.000.000.000.000,00"
"65.781.101.202.693.800,00","0,00"
"-63.496.635.741.334.600,00","0,00"
"79.009.814.616.795.600,00","0,00"
"-11.009.988.237.323.300,00","0,00"
"-78.161.782.915.413.000,00","0,00"
"133.175.827.834.615.000,00","1.000.000.000.000.000.000,00"
"123.553.753.428.887.000,00","0,00"
"-39.246.294.162.654.800,00","0,00"
"65.556.075.437.861.700,00","0,00"
"-48.817.867.137.557.700,00","0,00"
"34.372.394.160.900.300,00","0,00"
"318.236.880.864.457.000,00","0,00"
"-38.321.170.066.879.100,00","0,00"
"653.984.153.004.627.000,00","1.000.000.000.000.000.000,00"
"309.025.782.163.988.000,00","1.000.000.000.000.000.000,00"
"-101.508.072.463.299.000,00","0,00"
"33.712.009.080.504.700,00","0,00"
"370.548.537.609.883.000,00","1.000.000.000.000.000.000,00"
"4.764.323.044.830.740,00","0,00"
"105.674.113.534.357.000,00","1.000.000.000.000.000.000,00"
"540.272.257.459.801.000,00","1.000.000.000.000.000.000,00"
"-98.863.124.213.845.400,00","0,00"
"350.870.202.834.605.000,00","1.000.000.000.000.000.000,00"
"-39.900.960.374.622.500,00","0,00"
"-37.565.914.702.197.100,00","0,00"
"155.876.138.619.628.000,00","0,00"
"48.670.259.493.297.400,00","0,00"
"-183.330.591.413.560.000,00","0,00"
"82.302.427.650.439.600,00","1.000.000.000.000.000.000,00"
"482.267.415.104.193.000,00","1.000.000.000.000.000.000,00"
"1.395.322.766.293.530,00","0,00"
"57.360.340.672.468.500,00","0,00"
"-85.308.729.964.204.400,00","0,00"
"17.370.265.637.232.600,00","0,00"
"378.322.073.929.214.000,00","1.000.000.000.000.000.000,00"
"144.204.255.069.066.000,00","0,00"
"762.507.582.271.860.000,00","1.000.000.000.000.000.000,00"
"198.202.725.262.226.000,00","1.000.000.000.000.000.000,00"
"-117.358.032.375.982.000,00","0,00"
"-140.981.686.862.521.000,00","0,00"
"77.948.263.084.153.300,00","0,00"
"337.798.281.597.585.000,00","1.000.000.000.000.000.000,00"
"-172.747.551.932.599.000,00","0,00"
"-17.265.048.007.203.400,00","0,00"
"709.626.314.649.521.000,00","1.000.000.000.000.000.000,00"
"139.431.285.870.107.000,00","0,00"
"19.684.073.884.000.600,00","0,00"
"108.560.591.867.904.000,00","0,00"
"47.856.925.088.469.700,00","0,00"
"-11.171.954.205.331.000,00","0,00"
"-141.398.105.298.139.000,00","1.000.000.000.000.000.000,00"
"328.509.022.264.205.000,00","1.000.000.000.000.000.000,00"
"206.577.381.025.894.000,00","1.000.000.000.000.000.000,00"
"130.354.006.547.802.000,00","0,00"
"75.827.894.827.375.900,00","0,00"
"122.549.714.439.892.000,00","0,00"
"39.418.488.166.124.600,00","0,00"
"-1.872.617.213.803.890,00","0,00"
"99.639.676.137.624.200,00","0,00"
"71.059.001.586.670.500,00","0,00"
"24.274.940.146.863.500,00","0,00"
"-180.885.335.921.230.000,00","0,00"
"-48.958.431.234.080.200,00","0,00"
"-116.843.706.174.828.000,00","0,00"
"366.645.069.066.844.000,00","1.000.000.000.000.000.000,00"
"384.253.916.904.633.000,00","1.000.000.000.000.000.000,00"
"604.633.137.677.302.000,00","1.000.000.000.000.000.000,00"
"370.393.941.717.921.000,00","1.000.000.000.000.000.000,00"
"-72.802.480.645.376.000,00","0,00"
"-3.614.151.728.057.920,00","0,00"
"370.994.949.251.910.000,00","1.000.000.000.000.000.000,00"
"103.272.145.395.451.000,00","0,00"
"28.042.121.876.234.900,00","0,00"
"132.751.790.464.416.000,00","0,00"
"362.720.108.097.459.000,00","1.000.000.000.000.000.000,00"
"643.362.258.287.519.000,00","1.000.000.000.000.000.000,00"
"15.822.492.419.137.300,00","0,00"
"68.837.520.219.816.300,00","0,00"
"152.242.189.977.381.000,00","0,00"
"-36.730.499.245.953.700,00","0,00"
"-9.192.425.104.183.140,00","0,00"
"-31.915.887.191.832.400,00","1.000.000.000.000.000.000,00"
"-2.988.680.283.892.810,00","0,00"
"2.077.927.713.386.480,00","0,00"
"294.362.007.885.333.000,00","1.000.000.000.000.000.000,00"
"700.111.645.983.047.000,00","1.000.000.000.000.000.000,00"
"93.585.186.817.374.500,00","0,00"
"106.556.505.213.720.000,00","0,00"
"-122.592.060.726.914.000,00","0,00"
"671.398.504.824.469.000,00","1.000.000.000.000.000.000,00"
"149.096.484.426.340.000,00","0,00"
"-273.893.352.834.357.000,00","0,00"
"-123.167.627.179.991.000,00","0,00"
"174.423.376.182.074.000,00","0,00"
"5.674.950.116.965.610,00","0,00"
"78.755.723.745.084.300,00","0,00"
"-28.328.470.545.474.800,00","0,00"
"-58.976.973.211.449.100,00","0,00"
"-9.320.022.929.849.600,00","0,00"
"75.928.743.930.731.200,00","0,00"
"313.871.545.432.213.000,00","1.000.000.000.000.000.000,00"
"125.948.362.789.973.000,00","0,00"
"286.678.428.120.124.000,00","0,00"
"-14.219.124.011.203.600,00","0,00"
"123.151.465.856.827.000,00","0,00"
"137.095.194.003.331.000,00","1.000.000.000.000.000.000,00"
"86.888.322.419.977.600,00","0,00"
"679.477.713.176.320.000,00","1.000.000.000.000.000.000,00"
"468.509.530.035.603.000,00","1.000.000.000.000.000.000,00"
"643.252.401.962.633.000,00","1.000.000.000.000.000.000,00"
"-62.142.839.010.227.300,00","0,00"
"49.601.260.622.756.600,00","0,00"
"283.252.421.028.433.000,00","1.000.000.000.000.000.000,00"
"7.732.691.766.645.960,00","0,00"
"83.150.088.276.072.500,00","0,00"
"-89.224.914.695.598.700,00","0,00"
"-68.007.865.409.547.900,00","0,00"
"191.577.766.064.310.000,00","0,00"
"316.376.343.354.363.000,00","1.000.000.000.000.000.000,00"
"147.264.981.348.780.000,00","0,00"
"-4.972.560.887.670.720,00","0,00"
"-163.845.211.795.916.000,00","0,00"
"15.119.821.711.254.900,00","0,00"
"-135.267.394.486.667.000,00","0,00"
"38.440.317.367.450.500,00","0,00"
"103.388.693.061.908.000,00","0,00"
"521.805.452.342.807.000,00","1.000.000.000.000.000.000,00"
"14.489.647.837.004.900,00","0,00"
"101.107.953.636.844.000,00","0,00"
"584.831.665.936.805.000,00","1.000.000.000.000.000.000,00"
"23.065.726.110.062.700,00","0,00"
"-74.537.749.110.482.800,00","0,00"
"263.534.121.886.179.000,00","1.000.000.000.000.000.000,00"
"234.665.801.309.697.000,00","1.000.000.000.000.000.000,00"
"227.580.434.866.436.000,00","1.000.000.000.000.000.000,00"
"108.227.563.300.080.000,00","1.000.000.000.000.000.000,00"
"87.703.976.348.120.700,00","0,00"
"180.575.116.682.561.000,00","0,00"
"239.575.353.206.660.000,00","1.000.000.000.000.000.000,00"
"21.759.659.628.434.800,00","0,00"
"6.950.997.925.983.400,00","0,00"
"44.374.321.056.017.600,00","0,00"
"268.728.553.626.698.000,00","1.000.000.000.000.000.000,00"
"567.085.860.047.250.000,00","1.000.000.000.000.000.000,00"
"142.162.551.424.455.000,00","0,00"
"47.144.567.903.566.300,00","0,00"
"62.022.171.159.578.700,00","0,00"
"232.424.666.124.420.000,00","0,00"
"-67.403.532.240.994.000,00","0,00"
"-244.937.430.152.439.000,00","0,00"
"287.326.976.794.273.000,00","1.000.000.000.000.000.000,00"
"-48.995.758.851.413.500,00","0,00"
"19.194.911.518.546.100,00","0,00"
"58.670.497.704.446.200,00","0,00"
