atributo,classe
12.087.886.761.520.800,0
164.243.161.173.555.000,0
-156.353.313.240.089.000,0
444.047.653.107.796.000,1.000.000.000.000.000.000
575.547.351.452.719.000,1.000.000.000.000.000.000
392.811.018.980.914.000,1.000.000.000.000.000.000
51.904.173.400.051.200,0
433.959.444.701.197.000,1.000.000.000.000.000.000
74.111.972.715.658.900,0
-66.080.475.479.626.500,0
-11.491.936.264.769.300,0
33.265.755.474.662.800,0
51.923.350.759.999.800,0
-55.533.931.792.560.000,0
-9.723.489.991.302.920,0
63.738.315.033.212.000,1.000.000.000.000.000.000
-51.174.399.365.136.700,0
-150.620.141.080.646.000,0
3.923.442.495.361.460,0
363.896.095.462.395.000,1.000.000.000.000.000.000
-155.689.872.170.776.000,0
26.986.124.127.956.700,1.000.000.000.000.000.000
3.735.340.040.895.800,0
56.320.910.962.058.000,0
-114.383.940.739.511.000,0
-34.639.892.319.491.800,0
282.701.918.885.350.000,1.000.000.000.000.000.000
-112.046.380.826.680.000,0
353.311.735.085.506.000,1.000.000.000.000.000.000
-53.311.720.025.281.900,0
-19.121.299.244.829.600,0
462.066.601.740.311.000,1.000.000.000.000.000.000
586.162.268.680.470.000,1.000.000.000.000.000.000
-152.972.295.481.599.000,0
282.049.741.640.172.000,1.000.000.000.000.000.000
-126.097.391.227.801.000,0
347.577.457.040.730.000,1.000.000.000.000.000.000
50.925.641.526.118.600,0
15.980.386.383.971.400,0
-23.231.714.825.935.700,0
296.227.993.428.613.000,1.000.000.000.000.000.000
300.884.380.372.109.000,1.000.000.000.000.000.000
201.120.579.765.137.000,1.000.000.000.000.000.000
-29.127.925.237.651.200,0
-79.946.284.136.578.600,0
298.404.103.760.665.000,1.000.000.000.000.000.000
2.660.828.306.683.610,0
19.759.579.054.786.200,0
20.059.770.272.844.000,0
58.748.770.909.950.300,0
110.517.294.096.572.000,0
-17.692.440.217.914.200,0
34.650.597.354.641.200,0
82.861.342.525.411.900,1.000.000.000.000.000.000
36.606.129.031.410.700,0
226.605.830.041.862.000,1.000.000.000.000.000.000
102.689.107.089.384.000,1.000.000.000.000.000.000
-32.545.902.219.863.100,0
391.398.127.002.073.000,1.000.000.000.000.000.000
416.850.735.781.171.000,1.000.000.000.000.000.000
32.435.771.696.779.000,1.000.000.000.000.000.000
533.234.705.193.030.000,1.000.000.000.000.000.000
655.711.461.253.923.000,1.000.000.000.000.000.000
-64.741.241.594.518.700,0
217.413.090.676.745.000,1.000.000.000.000.000.000
454.373.212.651.367.000,1.000.000.000.000.000.000
-39.520.574.728.997.500,0
587.915.100.243.542.000,1.000.000.000.000.000.000
-88.052.008.685.770.500,0
100.153.656.737.411.000,0
-118.256.103.272.035.000,0
571.710.840.566.177.000,1.000.000.000.000.000.000
65.781.101.202.693.800,0
-63.496.635.741.334.600,0
79.009.814.616.795.600,0
-11.009.988.237.323.300,0
-78.161.782.915.413.000,0
133.175.827.834.615.000,1.000.000.000.000.000.000
123.553.753.428.887.000,0
-39.246.294.162.654.800,0
65.556.075.437.861.700,0
-48.817.867.137.557.700,0
34.372.394.160.900.300,0
318.236.880.864.457.000,0
-38.321.170.066.879.100,0
653.984.153.004.627.000,1.000.000.000.000.000.000
309.025.782.163.988.000,1.000.000.000.000.000.000
-101.508.072.463.299.000,0
33.712.009.080.504.700,0
370.548.537.609.883.000,1.000.000.000.000.000.000
4.764.323.044.830.740,0
105.674.113.534.357.000,1.000.000.000.000.000.000
540.272.257.459.801.000,1.000.000.000.000.000.000
-98.863.124.213.845.400,0
350.870.202.834.605.000,1.000.000.000.000.000.000
-39.900.960.374.622.500,0
-37.565.914.702.197.100,0
155.876.138.619.628.000,0
48.670.259.493.297.400,0
-183.330.591.413.560.000,0
82.302.427.650.439.600,1.000.000.000.000.000.000
482.267.415.104.193.000,1.000.000.000.000.000.000
1.395.322.766.293.530,0
57.360.340.672.468.500,0
-85.308.729.964.204.400,0
17.370.265.637.232.600,0
378.322.073.929.214.000,1.000.000.000.000.000.000
144.204.255.069.066.000,0
762.507.582.271.860.000,1.000.000.000.000.000.000
198.202.725.262.226.000,1.000.000.000.000.000.000
-117.358.032.375.982.000,0
-140.981.686.862.521.000,0
77.948.263.084.153.300,0
337.798.281.597.585.000,1.000.000.000.000.000.000
-172.747.551.932.599.000,0
-17.265.048.007.203.400,0
709.626.314.649.521.000,1.000.000.000.000.000.000
139.431.285.870.107.000,0
19.684.073.884.000.600,0
108.560.591.867.904.000,0
47.856.925.088.469.700,0
-11.171.954.205.331.000,0
-141.398.105.298.139.000,1.000.000.000.000.000.000
328.509.022.264.205.000,1.000.000.000.000.000.000
206.577.381.025.894.000,1.000.000.000.000.000.000
130.354.006.547.802.000,0
75.827.894.827.375.900,0
122.549.714.439.892.000,0
39.418.488.166.124.600,0
-1.872.617.213.803.890,0
99.639.676.137.624.200,0
71.059.001.586.670.500,0
24.274.940.146.863.500,0
-180.885.335.921.230.000,0
-48.958.431.234.080.200,0
-116.843.706.174.828.000,0
366.645.069.066.844.000,1.000.000.000.000.000.000
384.253.916.904.633.000,1.000.000.000.000.000.000
604.633.137.677.302.000,1.000.000.000.000.000.000
370.393.941.717.921.000,1.000.000.000.000.000.000
-72.802.480.645.376.000,0
-3.614.151.728.057.920,0
370.994.949.251.910.000,1.000.000.000.000.000.000
103.272.145.395.451.000,0
28.042.121.876.234.900,0
132.751.790.464.416.000,0
362.720.108.097.459.000,1.000.000.000.000.000.000
643.362.258.287.519.000,1.000.000.000.000.000.000
15.822.492.419.137.300,0
68.837.520.219.816.300,0
152.242.189.977.381.000,0
-36.730.499.245.953.700,0
-9.192.425.104.183.140,0
-31.915.887.191.832.400,1.000.000.000.000.000.000
-2.988.680.283.892.810,0
2.077.927.713.386.480,0
294.362.007.885.333.000,1.000.000.000.000.000.000
700.111.645.983.047.000,1.000.000.000.000.000.000
93.585.186.817.374.500,0
106.556.505.213.720.000,0
-122.592.060.726.914.000,0
671.398.504.824.469.000,1.000.000.000.000.000.000
149.096.484.426.340.000,0
-273.893.352.834.357.000,0
-123.167.627.179.991.000,0
174.423.376.182.074.000,0
5.674.950.116.965.610,0
78.755.723.745.084.300,0
-28.328.470.545.474.800,0
-58.976.973.211.449.100,0
-9.320.022.929.849.600,0
75.928.743.930.731.200,0
313.871.545.432.213.000,1.000.000.000.000.000.000
125.948.362.789.973.000,0
286.678.428.120.124.000,0
-14.219.124.011.203.600,0
123.151.465.856.827.000,0
137.095.194.003.331.000,1.000.000.000.000.000.000
86.888.322.419.977.600,0
679.477.713.176.320.000,1.000.000.000.000.000.000
468.509.530.035.603.000,1.000.000.000.000.000.000
643.252.401.962.633.000,1.000.000.000.000.000.000
-62.142.839.010.227.300,0
49.601.260.622.756.600,0
283.252.421.028.433.000,1.000.000.000.000.000.000
7.732.691.766.645.960,0
83.150.088.276.072.500,0
-89.224.914.695.598.700,0
-68.007.865.409.547.900,0
191.577.766.064.310.000,0
316.376.343.354.363.000,1.000.000.000.000.000.000
147.264.981.348.780.000,0
-4.972.560.887.670.720,0
-163.845.211.795.916.000,0
15.119.821.711.254.900,0
-135.267.394.486.667.000,0
38.440.317.367.450.500,0
103.388.693.061.908.000,0
521.805.452.342.807.000,1.000.000.000.000.000.000
14.489.647.837.004.900,0
101.107.953.636.844.000,0
584.831.665.936.805.000,1.000.000.000.000.000.000
23.065.726.110.062.700,0
-74.537.749.110.482.800,0
263.534.121.886.179.000,1.000.000.000.000.000.000
234.665.801.309.697.000,1.000.000.000.000.000.000
227.580.434.866.436.000,1.000.000.000.000.000.000
108.227.563.300.080.000,1.000.000.000.000.000.000
87.703.976.348.120.700,0
180.575.116.682.561.000,0
239.575.353.206.660.000,1.000.000.000.000.000.000
21.759.659.628.434.800,0
6.950.997.925.983.400,0
44.374.321.056.017.600,0
268.728.553.626.698.000,1.000.000.000.000.000.000
567.085.860.047.250.000,1.000.000.000.000.000.000
142.162.551.424.455.000,0
47.144.567.903.566.300,0
62.022.171.159.578.700,0
232.424.666.124.420.000,0
-67.403.532.240.994.000,0
-244.937.430.152.439.000,0
287.326.976.794.273.000,1.000.000.000.000.000.000
-48.995.758.851.413.500,0
19.194.911.518.546.100,0
58.670.497.704.446.200,0
501.001.130.160.913.000,1.000.000.000.000.000.000
437.677.648.962.007.000,1.000.000.000.000.000.000
470.314.306.139.525.000,1.000.000.000.000.000.000
56.186.391.819.850.800,0
221.360.245.847.635.000,1.000.000.000.000.000.000
8.280.793.212.390.950,0
-32.606.360.247.932.000,0
-48.886.548.328.441.900,0
-41.577.730.453.423.200,0
1.346.651.926.230.110,0
63.068.182.557.698.200,0
323.853.695.524.324.000,1.000.000.000.000.000.000
-100.274.412.867.922.000,0
708.298.990.937.667.000,1.000.000.000.000.000.000
65.476.174.919.499.800,0
45.449.884.489.668.500,0
-10.926.649.028.512.200,0
-144.643.789.335.799.000,0
-116.341.294.135.823.000,1.000.000.000.000.000.000
498.621.157.285.249,0
562.784.548.213.194.000,1.000.000.000.000.000.000
-28.133.890.808.766.000,0
-65.521.493.095.081.800,0
245.553.161.808.577.000,1.000.000.000.000.000.000
107.165.516.099.600.000,0
58.984.654.516.328.100,0
308.412.478.085.748.000,1.000.000.000.000.000.000
490.961.809.774.233.000,1.000.000.000.000.000.000
11.042.963.663.699.700,0
36.415.333.522.958.200,0
-7.729.865.095.700.960,0
102.977.814.868.820.000,0
35.202.562.821.066.900,0
67.320.200.425.593.800,1.000.000.000.000.000.000
-68.825.849.951.670.600,0
94.934.379.080.455.300,0
31.614.591.794.939.600,0
247.717.981.465.132.000,0
-88.633.819.893.659.300,0
137.648.413.584.591.000,0
131.038.639.976.530.000,1.000.000.000.000.000.000
117.868.399.161.022.000,0
-146.511.267.941.834.000,0
-156.516.670.450.853.000,0
55.311.233.606.945.500,0
198.957.891.379.900.000,0
188.216.846.117.753.000,1.000.000.000.000.000.000
100.644.950.897.768.000,0
668.858.804.902.318.000,1.000.000.000.000.000.000
433.611.171.366.984.000,1.000.000.000.000.000.000
86.975.279.187.903.900,0
96.323.000.381.526.300,0
460.327.474.820.231.000,1.000.000.000.000.000.000
-56.328.708.159.177.600,0
369.644.040.776.836.000,1.000.000.000.000.000.000
639.748.946.464.776.000,1.000.000.000.000.000.000
505.151.541.575.067.000,1.000.000.000.000.000.000
28.168.469.916.989.500,0
162.554.063.826.503.000,1.000.000.000.000.000.000
301.689.217.465.942.000,1.000.000.000.000.000.000
497.817.620.142.266.000,1.000.000.000.000.000.000
79.357.070.430.979.200,1.000.000.000.000.000.000
-210.526.048.004.206.000,0
387.999.537.458.988.000,1.000.000.000.000.000.000
-79.755.003.784.696.000,0
-124.393.498.199.056.000,0
165.374.563.526.145.000,0
538.649.240.498.908.000,1.000.000.000.000.000.000
-173.950.926.227.643.000,0
-32.220.451.997.611.200,0
29.353.461.140.970.100,0
105.260.421.330.709.000,0
99.604.980.672.046.200,0
431.328.945.839.987.000,1.000.000.000.000.000.000
453.285.022.983.574.000,1.000.000.000.000.000.000
18.130.614.942.012.800,0
26.972.690.482.500.100,0
328.344.845.258.563.000,1.000.000.000.000.000.000
23.519.908.089.631.800,0
53.841.344.944.121.700,0
37.394.177.776.701.600,0
88.115.996.117.511.800,1.000.000.000.000.000.000
220.860.087.464.340.000,1.000.000.000.000.000.000
-72.877.434.110.777.000,0
8.654.436.211.350.490,0
-59.380.895.291.956.300,0
-103.874.957.682.073.000,1.000.000.000.000.000.000
-51.886.999.565.975.300,0
-80.989.492.097.102.000,0
-58.355.228.074.473.000,0
55.027.083.693.485.200,0
-39.096.500.985.039.900,0
321.004.914.960.817.000,1.000.000.000.000.000.000
740.247.250.226.059.000,1.000.000.000.000.000.000
683.098.043.460.119.000,1.000.000.000.000.000.000
568.538.465.594.874.000,1.000.000.000.000.000.000
512.176.584.858.104.000,1.000.000.000.000.000.000
99.605.369.691.479.500,0
-79.484.509.518.327.300,0
-23.488.978.766.916.300,0
-30.148.880.278.334.900,0
-134.181.902.459.397.000,0
870.991.505.020.474.000,1.000.000.000.000.000.000
-40.536.618.232.552.900,0
96.289.530.733.389.900,0
53.064.435.908.463.400,0
-52.155.449.672.766.100,0
44.025.619.740.246,0
3.773.191.050.819.590,0
-6.217.448.021.391.640,0
-159.914.044.774.160.000,0
88.483.073.133.288.500,0
222.366.540.633.569.000,1.000.000.000.000.000.000
214.922.313.830.678.000,0
21.739.454.480.180.600,0
-113.130.980.259.828.000,0
-100.145.141.449.609.000,0
-58.866.376.929.419.800,0
-15.253.792.314.345.700,0
-39.639.235.252.539.500,0
776.902.045.088.735.000,1.000.000.000.000.000.000
-119.999.697.718.440.000,0
479.363.520.064.127.000,1.000.000.000.000.000.000
55.955.949.917.587.500,1.000.000.000.000.000.000
9.946.583.427.094.450,0
484.956.435.950.771.000,1.000.000.000.000.000.000
86.548.896.631.727.600,1.000.000.000.000.000.000
25.494.461.424.566.800,0
429.141.114.895.084.000,1.000.000.000.000.000.000
-48.441.194.371.973.400,0
-91.777.270.297.969.700,0
505.185.236.120.261.000,1.000.000.000.000.000.000
10.489.868.399.491.500,0
39.280.389.182.673.500,1.000.000.000.000.000.000
-113.158.889.773.772.000,0
7.534.946.009.422.910,0
58.470.330.944.404.000,1.000.000.000.000.000.000
577.144.604.245.444.000,1.000.000.000.000.000.000
-93.986.002.673.329.800,0
-29.234.777.956.637.000,0
-38.982.591.665.647.600,0
581.247.811.671.798.000,1.000.000.000.000.000.000
452.840.070.334.670.000,1.000.000.000.000.000.000
632.206.774.500.878.000,1.000.000.000.000.000.000
-142.138.940.193.820.000,0
419.045.845.119.866.000,1.000.000.000.000.000.000
171.831.643.901.144.000,1.000.000.000.000.000.000
105.536.238.649.243.000,0
38.630.654.031.312.100,0
-179.899.999.648.021.000,0
893.778.780.534.629.000,1.000.000.000.000.000.000
-68.575.960.442.058.700,0
-183.371.532.496.509.000,0
-17.968.316.704.210.400,0
519.185.734.924.005.000,1.000.000.000.000.000.000
-101.256.450.147.261.000,0
367.466.170.008.205.000,1.000.000.000.000.000.000
315.972.695.551.616.000,1.000.000.000.000.000.000
-138.679.538.446.812.000,0
88.174.403.190.248.800,0
13.770.843.235.616.400,0
64.657.083.865.832.700,0
47.727.752.684.801.600,0
-31.792.861.582.550.300,0
-2.379.469.025.168.520,0
105.760.086.078.930.000,0
-63.638.781.688.191.000,0
212.833.328.204.593.000,1.000.000.000.000.000.000
-48.954.312.446.162.200,0
148.294.677.228.906.000,0
621.471.418.946.649.000,1.000.000.000.000.000.000
54.826.918.258.057.100,0
-93.771.741.000.046.800,0
527.033.609.508.559.000,1.000.000.000.000.000.000
9.114.873.468.635.230,0
324.990.280.952.205.000,1.000.000.000.000.000.000
65.883.666.619.505.400,0
-81.678.528.704.415.200,0
-98.539.512.851.064.200,0
494.503.322.644.628.000,1.000.000.000.000.000.000
-111.302.856.368.595.000,0
64.264.981.481.968.800,0
61.291.044.825.672.100,0
28.092.615.571.803.500,0
329.478.827.189.834.000,1.000.000.000.000.000.000
11.519.506.007.885.800,0
-81.156.409.898.154.400,0
-18.121.304.673.369.500,0
75.998.019.310.803.700,0
-118.381.722.094.659.000,0
84.339.288.675.068.100,0
112.705.061.478.818.000,0
-4.820.547.350.430.840,0
644.842.765.193.990.000,1.000.000.000.000.000.000
32.698.042.271.328.500,0
-23.338.039.552.897.100,0
250.010.368.913.617.000,1.000.000.000.000.000.000
115.705.106.479.559.000,1.000.000.000.000.000.000
23.152.961.482.979.700,0
20.997.747.127.110.400,0
272.456.288.022.380.000,1.000.000.000.000.000.000
30.208.468.156.918.500,0
58.662.556.824.518.100,0
-24.635.943.269.843.100,0
708.418.149.627.114.000,1.000.000.000.000.000.000
170.905.681.261.300.000,1.000.000.000.000.000.000
-147.925.215.860.168.000,0
-67.655.738.252.119.500,0
100.090.857.615.870.000,0
20.287.612.371.588.600,0
45.408.975.141.858.800,0
673.452.524.927.861.000,1.000.000.000.000.000.000
-119.114.533.647.567.000,0
207.879.534.232.197.000,1.000.000.000.000.000.000
355.063.414.179.195.000,1.000.000.000.000.000.000
88.816.939.667.619.000,0
8.583.144.432.403.060,0
34.808.274.999.662.800,0
29.271.878.886.687.100,0
-9.528.183.467.818.460,0
-97.136.390.084.983.200,0
-161.281.585.170.717.000,0
713.240.211.975.357.000,1.000.000.000.000.000.000
-11.081.234.773.749.400,0
646.820.344.240.448.000,1.000.000.000.000.000.000
253.412.608.132.630.000,1.000.000.000.000.000.000
453.527.440.588.503.000,1.000.000.000.000.000.000
3.207.652.292.329.190,0
-6.902.824.191.818.990,0
362.176.861.416.309.000,1.000.000.000.000.000.000
200.784.108.959.295.000,1.000.000.000.000.000.000
-152.590.815.836.833.000,0
229.840.721.511.880.000,1.000.000.000.000.000.000
-24.570.897.366.673.000,0
-39.877.293.473.743.800,0
405.596.478.681.424.000,1.000.000.000.000.000.000
15.665.680.394.802.100,0
-51.624.477.811.142.600,0
549.189.240.663.209.000,1.000.000.000.000.000.000
-44.184.155.774.872.100,0
13.608.628.295.196.800,0
-62.636.136.423.030.300,0
56.053.065.923.875.600,0
-111.335.202.760.921.000,1.000.000.000.000.000.000
123.876.217.318.585.000,0
42.305.980.477.330.900,0
48.728.084.103.340.300,0
550.821.164.562.840.000,1.000.000.000.000.000.000
21.466.126.842.769.200,0
22.275.776.987.171.400,0
24.360.601.062.721.200,0
-80.954.954.400.489.800,0
75.947.339.557.373.300,0
52.423.041.500.304.700,1.000.000.000.000.000.000
178.875.935.094.020.000,0
-195.611.748.013.902.000,0
396.683.103.734.418.000,1.000.000.000.000.000.000
95.802.548.584.687.800,0
7.722.934.429.235.140,0
142.587.299.916.510.000,0
218.495.559.732.068.000,1.000.000.000.000.000.000
-118.486.567.319.962.000,0
294.020.339.449.985.000,1.000.000.000.000.000.000
215.593.361.530.047.000,0
23.959.289.618.372.500,0
54.568.874.915.006.100,0
60.756.552.759.948.500,0
-217.678.749.612.814.000,0
300.796.844.443.377.000,1.000.000.000.000.000.000
-140.973.670.578.854.000,0
18.950.170.764.084.100,0
24.023.597.900.134.500,0
65.570.184.036.307.900,1.000.000.000.000.000.000
38.172.334.814.751.400,0
-2.925.334.804.508.270,0
75.598.773.883.344.000,0
6.186.856.351.428.280,0
233.146.274.796.045.000,0
-48.161.099.320.931.800,0
675.226.879.873.204.000,1.000.000.000.000.000.000
-12.632.186.689.343.000,0
-38.149.769.799.617.100,0
-116.435.559.268.272.000,0
-83.206.431.501.521.500,0
-29.423.212.336.441.900,0
140.580.834.106.157.000,0
1.189.007.593.753.440,0
-54.985.692.863.622.900,0
136.213.209.908.823.000,0
563.559.219.048.543.000,1.000.000.000.000.000.000
488.023.523.149.971.000,1.000.000.000.000.000.000
405.136.400.061.044.000,1.000.000.000.000.000.000
223.214.162.523.117.000,1.000.000.000.000.000.000
162.879.290.316.572.000,0
-56.846.276.451.972.000,0
77.005.642.872.269.900,0
146.448.807.524.067.000,0
16.927.453.467.918.300,0
124.527.966.784.231.000,0
-44.828.775.318.260.600,0
222.440.579.658.270.000,0
520.228.827.606.110.000,1.000.000.000.000.000.000
-87.455.599.533.098.600,0
-109.497.337.468.000.000,0
426.628.393.362.850.000,1.000.000.000.000.000.000
179.498.495.122.207.000,0
44.435.210.087.877.600,0
-106.323.172.222.566.000,0
67.726.703.227.626.900,0
-11.908.260.739.177.400,0
334.728.386.032.525.000,1.000.000.000.000.000.000
38.121.125.413.456.600,0
568.654.834.259.890.000,1.000.000.000.000.000.000
-52.916.383.675.971.900,0
81.756.050.892.450.200,0
-1.978.408.638.709.450,0
-46.876.007.870.279.900,0
221.827.958.808.749,0
40.857.469.218.332.700,0
-115.994.711.806.964.000,0
293.671.837.921.994.000,1.000.000.000.000.000.000
446.110.448.985.918.000,1.000.000.000.000.000.000
-11.596.915.731.317.500,0
479.995.674.835.537.000,1.000.000.000.000.000.000
665.710.703.790.469.000,1.000.000.000.000.000.000
-243.189.215.940.778.000,0
208.650.695.739.457.000,1.000.000.000.000.000.000
349.781.704.267.572.000,1.000.000.000.000.000.000
3.322.905.786.700.030,0
-177.660.873.154.739.000,0
157.396.975.195.237.000,0
-179.772.033.082.486.000,0
4.259.361.458.404.450,0
8.923.365.482.181.300,0
117.014.320.959.277.000,0
416.597.560.114.172.000,1.000.000.000.000.000.000
87.356.786.852.146.100,0
21.660.548.274.502.200,0
135.160.262.490.139.000,0
-59.462.482.848.036.900,0
465.668.328.115.210.000,1.000.000.000.000.000.000
-6.493.173.549.019.480,0
468.604.960.608.753.000,1.000.000.000.000.000.000
-71.774.551.552.962.200,0
-55.101.057.018.308.100,0
8.823.287.610.195.810,0
101.557.643.788.096.000,1.000.000.000.000.000.000
-49.074.340.154.676.200,0
-174.458.979.883.705.000,0
623.089.250.628.445.000,1.000.000.000.000.000.000
829.783.761.976.478.000,1.000.000.000.000.000.000
-42.262.620.523.946.300,0
-156.940.681.043.886.000,0
-503.777.102.390.740,0
525.540.115.529.935.000,1.000.000.000.000.000.000
268.713.538.880.403.000,1.000.000.000.000.000.000
520.923.886.166.509.000,1.000.000.000.000.000.000
78.394.881.088.175.500,1.000.000.000.000.000.000
437.823.188.917.528.000,1.000.000.000.000.000.000
356.519.189.959.551.000,1.000.000.000.000.000.000
77.753.943.304.655.200,1.000.000.000.000.000.000
409.304.464.342.332.000,1.000.000.000.000.000.000
494.909.246.715.189.000,1.000.000.000.000.000.000
114.586.324.958.266.000,0
134.644.043.359.489.000,0
-16.443.532.080.170.500,0
564.969.208.537.674.000,1.000.000.000.000.000.000
-161.903.197.908.052.000,0
99.615.342.935.053.200,0
27.559.263.914.605.400,0
45.650.535.968.674.300,0
87.078.595.251.871.700,0
336.736.334.965.859.000,1.000.000.000.000.000.000
-29.838.362.574.263.300,0
383.656.536.678.266.000,1.000.000.000.000.000.000
88.240.901.068.440.300,1.000.000.000.000.000.000
570.106.556.740.808.000,1.000.000.000.000.000.000
544.000.108.140.177.000,1.000.000.000.000.000.000
29.523.131.949.168.800,0
66.739.560.451.361.800,0
123.010.555.744.521.000,0
1.272.707.047.007.160,0
106.862.373.171.950.000,0
95.375.209.717.385.900,1.000.000.000.000.000.000
6.283.305.591.073.460,0
186.798.650.632.246.000,0
-36.694.771.003.794.600,0
216.922.786.123.441.000,0
-89.136.673.834.824.200,0
-172.187.947.426.500.000,0
45.131.276.411.816.300,0
-6.283.062.797.895.120,0
-74.448.133.612.878.400,0
-110.285.227.045.495.000,0
-88.177.289.864.216.100,0
-70.493.468.733.409.700,0
-39.658.919.436.224.800,0
-127.190.937.911.052.000,0
482.143.397.309.914.000,1.000.000.000.000.000.000
533.263.144.577.347.000,1.000.000.000.000.000.000
616.522.526.682.906.000,1.000.000.000.000.000.000
36.442.117.865.868.800,0
501.833.483.478.974.000,1.000.000.000.000.000.000
-7.024.985.250.569.920,0
-167.324.457.266.354.000,0
131.703.667.588.203.000,0
21.393.641.176.132.800,0
-156.859.925.094.565.000,0
-180.685.813.399.941.000,0
148.686.000.225.645.000,0
104.636.015.020.708.000,0
286.950.259.758.054.000,1.000.000.000.000.000.000
27.034.822.655.036.500,0
71.474.979.293.049.000,0
274.433.229.570.512.000,1.000.000.000.000.000.000
-69.576.637.664.450.500,0
-29.898.285.295.669.800,0
656.375.916.958.477,0
-193.169.098.449.227.000,0
89.542.689.829.579.300,0
-110.465.077.346.267.000,0
88.559.462.287.656.800,0
-165.087.593.198.301.000,0
71.685.186.798.617.600,0
298.533.824.611.059.000,1.000.000.000.000.000.000
-90.788.918.971.868.000,0
-101.684.696.737.475.000,0
-14.872.593.266.858.800,0
-192.402.955.674.236.000,0
-105.278.889.837.998.000,0
542.383.551.659.914.000,1.000.000.000.000.000.000
233.608.960.140.648.000,0
-45.399.639.065.553.000,0
52.192.378.781.155.000,0
149.848.612.646.844.000,0
-64.164.892.611.736.900,0
150.389.865.323.435.000,0
-32.495.944.211.958.600,0
269.667.276.266.821.000,1.000.000.000.000.000.000
-35.768.102.031.059.000,0
-248.730.456.150.489,0
285.687.761.132.964.000,1.000.000.000.000.000.000
24.302.936.129.098.700,0
142.603.935.084.087.000,1.000.000.000.000.000.000
131.855.396.825.106.000,0
398.167.691.543.977.000,1.000.000.000.000.000.000
64.240.416.414.069.500,0
165.205.156.980.075.000,0
215.705.158.747.742.000,1.000.000.000.000.000.000
150.548.481.489.648.000,0
97.097.743.977.667.300,0
-38.456.591.932.110.800,0
167.723.352.755.559.000,1.000.000.000.000.000.000
404.733.675.108.809.000,1.000.000.000.000.000.000
94.967.124.145.165.400,0
-20.846.736.932.701.600,0
-119.566.790.118.006.000,0
193.556.106.453.408.000,0
29.726.680.867.700.600,0
406.248.610.073.539.000,1.000.000.000.000.000.000
-29.227.805.748.873.800,1.000.000.000.000.000.000
-205.578.921.367.925.000,0
348.137.724.388.819.000,1.000.000.000.000.000.000
551.448.055.232.542.000,1.000.000.000.000.000.000
282.906.369.994.005.000,0
88.465.671.665.730.300,0
615.392.896.882.232.000,1.000.000.000.000.000.000
389.984.110.459.769.000,1.000.000.000.000.000.000
-31.962.915.694.053.800,0
-222.993.480.785.640.000,0
626.431.826.465.801.000,1.000.000.000.000.000.000
74.554.565.375.774.700,0
-28.423.542.333.027.200,0
604.424.211.874.547.000,1.000.000.000.000.000.000
48.182.405.788.447.900,0
-84.595.876.778.778.800,1.000.000.000.000.000.000
-117.508.322.035.702.000,0
68.458.282.461.706.000,0
41.724.319.456.409.900,0
-97.363.180.202.330.400,0
358.233.101.932.742.000,1.000.000.000.000.000.000
-130.998.016.151.375.000,0
103.617.063.920.350.000,1.000.000.000.000.000.000
405.298.726.612.983.000,1.000.000.000.000.000.000
-68.298.024.357.136.200,0
634.793.353.735.618.000,1.000.000.000.000.000.000
-93.973.734.186.011.100,0
-92.400.351.699.856.900,0
-14.387.607.111.114.300,0
275.525.923.100.572.000,1.000.000.000.000.000.000
-19.760.303.638.170.200,0
339.557.971.737.565.000,1.000.000.000.000.000.000
-86.112.656.306.764.800,0
295.141.710.304.043.000,1.000.000.000.000.000.000
471.513.732.181.951.000,1.000.000.000.000.000.000
-159.302.609.103.221.000,0
-116.162.931.669.220.000,0
343.286.466.097.016.000,1.000.000.000.000.000.000
-26.932.388.715.905.400,0
-85.215.753.484.685.600,0
63.594.302.053.785.100,1.000.000.000.000.000.000
-204.228.428.669.702.000,0
-156.333.373.762.046.000,0
-203.271.926.871.167.000,0
446.234.824.491.393.000,1.000.000.000.000.000.000
5.601.068.461.690.890,0
-155.390.653.128.677.000,0
-32.758.702.055.748.800,0
121.037.707.653.211.000,0
-129.932.015.561.685.000,0
111.501.826.791.278.000,1.000.000.000.000.000.000
141.285.247.292.289.000,0
127.749.318.579.928.000,0
702.541.165.176.702.000,1.000.000.000.000.000.000
27.588.833.379.476.600,0
111.638.318.555.149.000,0
-44.583.134.321.243.400,0
33.450.858.865.986.800,0
169.084.125.459.258.000,0
395.917.450.832.799.000,1.000.000.000.000.000.000
154.871.829.415.739.000,0
2.500.302.421.385.610,0
-6.579.879.474.596.400,0
-131.180.613.957.859.000,0
4.558.715.584.870.320,0
57.417.062.391.477.100,0
-198.114.675.400.866.000,0
285.054.665.169.637.000,1.000.000.000.000.000.000
-38.042.952.534.624.400,0
204.389.264.424.932.000,1.000.000.000.000.000.000
85.674.160.369.414.900,0
507.988.451.373.938.000,1.000.000.000.000.000.000
-436.791.743.014.096,0
63.743.154.598.461.800,0
51.882.385.698.136.600,0
494.809.773.692.025.000,1.000.000.000.000.000.000
99.855.066.361.301.900,0
26.049.519.778.077.600,0
171.360.600.006.668.000,1.000.000.000.000.000.000
-108.147.538.469.763.000,0
-188.303.819.367.993.000,0
534.877.813.495.087.000,1.000.000.000.000.000.000
290.915.075.146.326.000,1.000.000.000.000.000.000
-5.497.479.288.580.400,0
45.549.033.566.876.000,0
